Day,clicks,Total Profiles,conv,Activated profiles,Activated profiles %,inactivated profiles,paid,Male>25,Female,Delhi,Maharashtra,Mumbai,Bangalore,NRI,irrelavant profiles(age wise),irrelavant profiles(age wise %),irrelavant profiles(location wise),irrelavant profiles(location wise)%
2006-09-01,47,1,2.13,1,100,0,,1,,,,,,,,0,2,100
2006-09-02,57,9,15.79,9,100,0,,5,4,,,,,1,,0,3,100
2006-09-03,51,9,17.65,9,100,0,,3,4,,,,1,1,2,50,2,50
2006-09-04,50,2,4,2,100,0,,1,,1,,,,,1,33.33,2,66.67
2006-09-05,55,7,12.73,7,100,0,,4,2,,2,1,,,1,14.29,6,85.71
2006-09-06,66,5,7.58,5,100,0,,4,1,,,,2,2,,0,1,100
2006-09-07,53,6,11.32,6,100,0,,2,2,1,,,,,2,50,2,50
2006-09-08,59,11,18.64,11,100,0,,7,3,1,,,4,2,1,50,1,50
2006-09-09,48,6,12.5,6,100,0,,3,2,,1,1,,,1,50,1,50
2006-09-10,55,4,7.27,4,100,0,,2,1,,,,,,1,33.33,2,66.67
2006-09-11,56,8,14.29,8,100,0,,4,3,,1,1,1,,1,50,1,50
2006-09-12,71,6,8.45,6,100,0,,1,3,3,,,,,2,50,2,50
2006-09-13,60,9,15,9,100,0,,4,2,2,1,1,,1,3,42.86,4,57.14
2006-09-14,47,3,6.38,3,100,0,,1,2,,,,,,,0,2,100
2006-09-15,42,3,7.14,2,66.67,1,,1,,1,,,1,,1,14.29,6,85.71
2006-09-16,48,2,4.17,2,100,0,,,2,1,,,,1,,0,1,100
2006-09-17,55,6,10.91,6,100,0,,2,4,,1,1,1,1,,0,4,100
2006-09-18,53,6,11.32,6,100,0,,3,2,,1,1,1,,1,33.33,2,66.67
2006-09-19,63,4,6.35,4,100,0,1,1,2,1,1,1,,,1,33.33,2,66.67
2006-09-20,42,8,19.05,8,100,0,,4,4,1,,,,,,0,2,100
2006-09-21,46,8,17.39,8,100,0,,6,1,,,,2,,1,16.67,5,83.33
2006-09-22,47,2,4.26,2,100,0,,2,,,1,,,,,0,1,100
2006-09-23,51,5,9.8,4,80,1,,2,1,,,,,,1,33.33,2,66.67
2006-09-24,48,5,10.42,5,100,0,,1,2,2,,,,,2,50,2,50
2006-09-25,43,7,16.28,7,100,0,,5,1,,1,1,2,3,1,33.33,2,66.67
2006-09-26,49,4,8.16,4,100,0,,1,2,,1,,,,1,50,1,50
2006-09-27,52,4,7.69,4,100,0,1,1,1,,1,1,,,2,28.57,5,71.43
2006-09-28,46,6,13.04,5,83.33,1,,2,2,,,,1,2,1,33.33,2,66.67
2006-09-29,56,6,10.71,6,100,0,,4,2,1,2,2,,1,,0,3,100
2006-09-30,55,9,16.36,4,44.44,5,,1,1,1,,,1,,2,50,2,50
